,REPORTED_TERM,DESC_CODED,LLT_NAME_COMPL,PT_NAME_COMPL,HLT_NAME_COMPL,HLGT_NAME_COMPL,SOC_CODE,INC_CODE_J,ART_CODE,INC_CODE
3586,POSTPRANDIAL HYPOGLYCAEMIA,Postprandial hypoglycaemia,POSTPRANDIAL HYPOGLYCAEMIA,POSTPRANDIAL HYPOGLYCAEMIA,HYPOGLYCAEMIC CONDITIONS NEC,GLUCOSE METABOLISM DISORDERS (INCL DIABETES MELLITUS),10027433,10059035,10059035,10059035
3753,OLMESARTAN-ASSOCIATED ENTEROPATHY,sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
3783,PATIENT HAD NO BENEFIT/DRUG INEFFECTIVENESS/NO THERAPEUTIC RESPONSE,Therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
3821,PULMONARY MALAKOPLAKIA,Malacoplakia,MALACOPLAKIA,MALACOPLAKIA,INFLAMMATIONS,GENERAL SYSTEM DISORDERS NEC,10018065,10080344,10080344,10080344
3962,MULTIPLE-ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
4056,INABILITY TO WALK,Gait inability,UNABLE TO WALK,GAIT INABILITY,GAIT DISTURBANCES,GENERAL SYSTEM DISORDERS NEC,10018065,10017581,10017581,10049278
4071,ACUTE FACIAL PARALYSIS,facial paralysis,FACIAL PARALYSIS,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016062
4168,PREDNISONE USED FOR DUCHENNE MUSCULAR DYSTROPHY,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
4217,DRUG CROSS-REACTIVITY,Therapeutic product cross-reactivity,DRUG CROSS-REACTIVITY,THERAPEUTIC PRODUCT CROSS-REACTIVITY,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10076743,10079645,10076743
4277,"MYCOPHENOLATE MOFETIL, HYDROXYCHLOROQUINE AND CYCLOPHOSPHAMIDE USED FOR PULMONARY HEMOSIDEROSIS WITH NO ADR",Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
4298,EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,Eosinophilic granulomatosis with polyangiitis,EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,VASCULITIDES,IMMUNE DISORDERS NEC,10021428,10078117,10078117,10078117
4302,MULTI ORGAN DYSFUNCTION,Multiple organ dysfunction syndrome,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
4324,BENDAMUSTINE USED FOR POST-TRANSPLANT LYMPHOPROLIFERATIVE DISORDER,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
4414,EXACERBATION OF PLASMA CELL VULVITIS (ZOON'S VULVITIS),Plasma cell vulvitis,PLASMA CELL VULVITIS,PLASMA CELL VULVITIS,VAGINAL AND VULVAL INFECTIONS AND INFLAMMATIONS,FEMALE REPRODUCTIVE TRACT INFECTIONS AND INFLAMMATIONS,10038604,10079057,10079057,10079057
4436,FECAL INCONTINENCE,fecal incontinence,FECAL INCONTINENCE,ANAL INCONTINENCE,GASTROINTESTINAL SIGNS AND SYMPTOMS NEC,GASTROINTESTINAL SIGNS AND SYMPTOMS,10017947,10016296,10077605,10016296
4472,"THERAPY-RESISTANT MULTI-ORGAN FAILURE (RENAL DYSFUNCTION, LIVER DYSFUNCTION, PLATELET DYSFUCTION) FOLLOWING AGRANULOCYTOSIS",Multi-organ failure,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
4479,"SHE WAS INSTEAD GIVEN NAFTIDROFURYL OXALATE, AN ALTERNATIVE PERIPHERAL VASODILATOR USUALLY RESERVED FOR THE MANAGEMENT OF INTERMITTENT ARTERIAL CLAUDICATION IN PERIPHERAL VASCULAR DISEASE.",Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
4588,MULTIVISCERAL FAILURES FOLLOWING WORSENING OF ACUTE GVHD-RELATED ENCEPHALITIS DESPITE TREATMENT WITH METHYLPREDNISOLONE,Multiple organ dysfunction syndrome,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028151
4593,PATIENT EXPERIENCED A PARTIAL AND NON PERMANENT PAIN CONTROL DURING THE THERAPY WITH ETORICOXIB TAKEN FOR THE TREATMENT OF SPONDYARTHROSIS WITH BILATERAL PAINFUL SHOULDER AND MULTIPLE DISC HERNIA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
4609,THE LESIONS HAD NOT IMPROVED,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
4617,MULTIPLE ORGAN DYSFUNCTION DUE TO HEMORRHAGIC SHOCK FOLLOWING HENOCH-SCHONLEIN PURPURA,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
4686,OFF LABEL USE/FOR ACUTE IDIOPATHIC OPTIC NEURITIS,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
4709,NORMOCYTIC ANEMIA,Normocytic anaemia,NORMOCYTIC ANEMIA,NORMOCYTIC ANAEMIA,ANAEMIAS NEC,ANAEMIAS NONHAEMOLYTIC AND MARROW DEPRESSION,10005329,10029784,10029784,10029785
4745,CYTOMEGALOVIRUS NEPHRITIS,Cytomegalovirus nephritis,CYTOMEGALOVIRUS NEPHRITIS,CYTOMEGALOVIRUS NEPHRITIS,CYTOMEGALOVIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10079095,10079095,10079095
4853,DRUG CROSS-REACTIVITY,Drug cross-reactivity,DRUG CROSS-REACTIVITY,THERAPEUTIC PRODUCT CROSS-REACTIVITY,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10076743,10079645,10076743
4985,ECHOGENIC BOWEL,fetal gastrointestinal tract imaging abnormal,FETAL GASTROINTESTINAL TRACT IMAGING ABNORMAL,FOETAL GASTROINTESTINAL TRACT IMAGING ABNORMAL,FOETAL AND NEONATAL IMAGING PROCEDURES,FOETAL AND NEONATAL INVESTIGATIONS,10022891,10077587,10077579,10077587
5135,HIV-1 PERSISTENT VIREMIA FOLLOWING DRUG RESISTANCE DUE TO V82AV MUTATION,HIV viremia,HIV VIREMIA,HIV VIRAEMIA,RETROVIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10077718,10077716,10077718
5173,POST-CESARIAN OGILVIE SYNDROME,Ogilvie's syndrome,OGILVIE'S SYNDROME,INTESTINAL PSEUDO-OBSTRUCTION,GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC,GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS,10017947,10052504,10022698,10052504
5207,TRANSDERMAL PATCH AND MINIPILL PRESCRIBED FOR CYCLE IRREGULARITY,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5267,"BLUE LIGHT IN THE CENTRAL FIELD OF THE RIGHT EYE, PULSATING COINCIDENTLY WITH HIS HEARTBEAT","blue light in the central field of the right eye, pulsating coincidently with his heartbeat",COLOUR VISION CHANGE,DYSCHROMATOPSIA,COLOUR BLINDNESS (INCL ACQUIRED),VISION DISORDERS,10015919,10068918,10013892,10068918
5285,MULTI-ORGAN FAILURE FOLLOWING KLEBSIELLA PNEUMONIAE INFECTION,Multiple organ dysfunction syndrome,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
5310,TREATED WITH 600 MG FLUCONAZOLE TWICE DAILY,Product prescribing issue,INAPPROPRIATE PRESCRIBING,PRODUCT PRESCRIBING ISSUE,PRODUCT PRESCRIBING ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10079271,10080459,10079271
5352,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5359,PSYCHO-ORGANIC SYNDROME,Psychoorganic syndrome,PSYCHOORGANIC SYNDROME,ORGANIC BRAIN SYNDROME,MENTAL DISORDERS DUE TO A GENERAL MEDICAL CONDITION NEC,PSYCHIATRIC DISORDERS NEC,10037175,10078099,10031077,10078099
5376,ACTIVITIES OF DAILY LIVING IMPAIRED,Activities of daily living impaired,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
5395,DRUG EXPOSURE VIA BREAST MILK WITH NO ADR,Exposure via breast milk,DRUG EXPOSURE VIA BREAST MILK,EXPOSURE VIA BREAST MILK,PATHWAYS AND SOURCES OF EXPOSURE,"EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10051075,10080751,10051075
5505,TOOK DULOXETINE 90 MG DAILY AND METHYLPHENIDATE 36 MG DAILY DURING PREGNANCY AND BREAST FEEDING,Exposure via breast milk,DRUG EXPOSURE VIA BREAST MILK,EXPOSURE VIA BREAST MILK,PATHWAYS AND SOURCES OF EXPOSURE,"EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10051075,10080751,10051075
5511,FLUCONASOLE USED FOR PRO-T-ALL,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5561,NO IMPROVEMENT,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
5591,MULTI-SYSTEM ORGAN FAILURE DUE TO PROGRESSION OF VIBRIO VULNIFICUS SEPTICEMIA,multi-organ failure,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
5602,LACK OF RESPONSE TO ANTIFUNGAL TREATMENT FOR ASPERGILLUS INFECTION,no therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
5616,AMIODARONE-INDUCED VORTEX KERATOPATHY,Vortex keratopathy,VORTEX KERATOPATHY,CORNEA VERTICILLATA,"CORNEAL STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION",10015919,10077621,10077604,10077621
5656,PREDNISONE USED IN KIDNEY TRANSPLANTATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5663,EOSINOPHILIC PLEURAL EFFUSION/IATROGENIC PLEURAL EFFUSION DUE TO DRUG REACTION,Eosinophilic pleural effusion,EOSINOPHILIC PLEURAL EFFUSION,EOSINOPHILIC PLEURAL EFFUSION,PNEUMOTHORAX AND PLEURAL EFFUSIONS NEC,PLEURAL DISORDERS,10038738,10080148,10080148,10080148
5694,EPHEDRINE 20MG WAS ADMINISTERED WITHOUT IMPROVEMENT IN VITAL SIGNS,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
5758,RAMIPRIL USED FOR DILATED CARDIOMYOPATHY,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5824,ACUTE-ON-CHRONIC LIVER FAILURE DUE TO LIVER CIRRHOSIS,Acute on chronic liver failure,ACUTE ON CHRONIC LIVER FAILURE,ACUTE ON CHRONIC LIVER FAILURE,HEPATIC FAILURE AND ASSOCIATED DISORDERS,HEPATIC AND HEPATOBILIARY DISORDERS,10019805,10077305,10077305,10077305
5840,OLMESARTAN-INDUCED ENTEROCOLOPATHY,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
5851,"CONTINUED TO RECEIVE ASPIRIN, 100MG DAILY (DESPITE GASTRIC BLEEDING)",Contraindicated drug administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
5865,MULTIORGAN FAILURE FOLLOWING SEPTIC SHOCK,Multiple organ dysfunction syndrome,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028162
5887,MYCOPHENOALTE MOFETIL USED OR SYMPTOMATIC AUTOIMMUNE HEPATITIS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5904,WORSENING DYSTONIA REQUIRED INCREASE DOSE OF BACLOFEN & CLONIDINE,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5920,DULOXETINE USED FOR TREATMENT OF NEUROPATHIC PAIN,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5970,GABAPENTIN USED FOR ANALGESIA,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
5998,CITALOPRAM WITH MOCLOBEMID AND OF FLUOXETINE WITH MOCLOBEMIDE,Contraindicated drug administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
6006,VORICONAZOLE USED FOR BULLOUS NECROTIC PURPURA,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
6035,EXACERBATED OF SEIZURES/NOVAL COMPLEX PARTIAL SEIZURES,complex partial seizures exacerbated,COMPLEX PARTIAL SEIZURES EXACERBATED,FOCAL DYSCOGNITIVE SEIZURES,PARTIAL COMPLEX SEIZURES,SEIZURES (INCL SUBTYPES),10029205,10010146,10079424,10010146
6110,ADVANCED EMPD THAT WERE SUCCESSFULLY CONTROLLED BY DOCETAXEL WITH CISPLATIN,Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
6120,PAINLESS GREY-BLUE WIDESPREAD HYPERPIGMENTATION OF THE HARD PALATE MUCOSA ASSOCIATED WITH IMATINIB,Oral pigmentation,PALATAL PIGMENTATION,ORAL PIGMENTATION,ORAL SOFT TISSUE SIGNS AND SYMPTOMS,ORAL SOFT TISSUE CONDITIONS,10017947,10077553,10077552,10077553
6129,ONGOING ARRHYTHMIA,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
6130,METHOTREXATE USED FOR AXIAL SPONDYLOARTHRITIS,drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
6160,PATIENT RECEIVED RAMIPRIL FOR DIABETES,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
6190,DRUG CROSS-REACTIVITY WITH OMEPRAZOLE AND PANTOPRAZOLE,Drug cross-reactivity,DRUG CROSS-REACTIVITY,THERAPEUTIC PRODUCT CROSS-REACTIVITY,"ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS",ALLERGIC CONDITIONS,10021428,10076743,10079645,10076743
6220,FACIAL DROOP FOLLOWING PARADOXICAL DRUG REACTION,Facial paralysis,FACIAL DROOP,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016044
6252,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
6307,MULTI ORGAN FAILURE FOLLOWING SEPTIC SHOCK,Multiple organ dysfunction syndrome,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028151
6325,RITUXIMAB USED FOR MUCOUS MEMBRANE PEMPHIGOID,Rituximab used for mucous membrane pemphigoid,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
6350,SEVERE MULTIPLE ORGAN FAILURE FOLLOWING ASPERGILLUS TAMARII INFECTION,multiple organ failure,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028237,10077361,10028237
6497,FAILED TO RESPOND TO SUCCESSIVE TREATMENTS,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
6573,DRUG EXPOSURE VIA LACTATION WITH NO ADR,Exposure via breast milk,EXPOSURE VIA BREAST MILK,EXPOSURE VIA BREAST MILK,PATHWAYS AND SOURCES OF EXPOSURE,"EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10080751,10080751,10080751
6775,FETAL TACHYARRHYTHMIA,foetal tachyarrhythmia,FOETAL TACHYARRHYTHMIA,FOETAL TACHYARRHYTHMIA,RATE AND RHYTHM DISORDERS NEC,CARDIAC ARRHYTHMIAS,10007541,10077575,10077575,10077575
6834,MODERATE SPRUE-LIKE ENTEROPATHY ASSOCIATED WITH TELMISARTAN,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
6840,HERPES SIMPLEX VIRUS SKIN POSITIVE,Herpes simplex test positive,HERPES SIMPLEX TEST POSITIVE,HERPES SIMPLEX TEST POSITIVE,VIRUS IDENTIFICATION AND SEROLOGY,MICROBIOLOGY AND SEROLOGY INVESTIGATIONS,10022891,10077969,10077969,10077969
6878,UNILATERAL  ISOLATED  UPPER  MOTOR NEURONE FACIAL NERVE PALSY,Facial paralysis,FACIAL PALSY,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016060,10016062,10016060
6913,MULTIORGAN DYSFUNCTION,Multiorgan failure,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028162,10077361,10028162
7055,KETOSIS-PRONE DIABETES MELLITUS,Ketosis-prone diabetes mellitus,KETOSIS-PRONE DIABETES MELLITUS,KETOSIS-PRONE DIABETES MELLITUS,DIABETES MELLITUS (INCL SUBTYPES),GLUCOSE METABOLISM DISORDERS (INCL DIABETES MELLITUS),10027433,10023392,10023392,10023392
7107,SHE WAS TREATED WITH CARVEDILOL FOR ANEMIA SECONDARY TO PHG,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
7182,MULTIPLE ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
7257,ACETYLSALICYLIC ACID EXPOSURE DURING PREGNANCY DURING FIRST-TRIMESTER,Contraindicated product administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
7346,NONCIRRHOTIC PORTAL HYPERTENSION (NCPH),Non-cirrhotic portal hypertension,NON-CIRRHOTIC PORTAL HYPERTENSION,NON-CIRRHOTIC PORTAL HYPERTENSION,HEPATIC VASCULAR DISORDERS,HEPATIC AND HEPATOBILIARY DISORDERS,10019805,10077259,10077259,10077259
7350,"MULTI-ORGAN DYSFUNCTION PROGRESSED WITH CARDIOVASCULAR, LUNG, LIVER AND KIDNEY FOLLOWING DRUG INDUCED LONG QT SYNDROME SECONDARY TO TOXICITY FROM MEGLUMINE ANTIMONIATE",Multiple organ dysfunction syndrome,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028237
